director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,movie_title
Scott Stewart,124,Josh Wingate,865,Alan Dale,441,Jacob Hopkins,77,PrieståÊ
Patrick Gilmore,0,Brad Pitt,11000,Adriano Giannini,102,Timothy West,82,Sinbad: Legend of the Seven SeasåÊ
Paul W.S. Anderson,545,Sean Pertwee,722,Joely Richardson,585,Kathleen Quinlan,552,Event HorizonåÊ
Joss Whedon,0,Chris Hemsworth,26000,Robert Downey Jr.,21000,Scarlett Johansson,19000,The AvengersåÊ
Tom Shadyac,293,Joe Morton,780,Susanna Thompson,265,Matt Craven,256,DragonflyåÊ
Brian De Palma,0,Scarlett Johansson,19000,Mia Kirshner,972,Mike Starr,854,The Black DahliaåÊ
Tony Bill,23,James Franco,11000,Tyler Labine,779,Philip Winchester,579,FlyboysåÊ
Rod Lurie,37,Clifton Collins Jr.,968,Delroy Lindo,848,Michael Irby,507,The Last CastleåÊ
Walter Hill,394,Robert Forster,889,Wilson Cruz,290,Vanessa Marshall,68,SupernovaåÊ
Akiva Goldsman,167,Matt Bomer,20000,William Hurt,882,Kevin Corrigan,778,Winter's TaleåÊ
Harald Zwart,91,Aidan Turner,5000,Kevin Zegers,2000,CCH Pounder,1000,The Mortal Instruments: City of BonesåÊ
Brian Robbins,48,Marc Blucas,973,Mike O'Malley,400,Shawn Christian,196,Meet DaveåÊ
Walter Salles,179,Dougray Scott,794,Camryn Manheim,329,Ariel Gade,87,Dark WateråÊ
Ron Howard,2000,Matthew McConaughey,11000,Adam Goldberg,1000,Clint Howard,1000,EdtvåÊ
Iain Softley,34,Brendan Fraser,3000,Stephen Graham,1000,Jamie Foreman,466,InkheartåÊ
Frank Miller,436,Scarlett Johansson,19000,Jaime King,961,Louis Lombardi,437,The SpiritåÊ
David Koepp,192,Johnny Depp,40000,Olivia Munn,2000,Ulrich Thomsen,280,MortdecaiåÊ
Uwe Boll,892,Jason Statham,26000,Mike Dopud,368,Tania Saulnier,102,In the Name of the King: A Dungeon Siege TaleåÊ
Martin Campbell,258,Angelina Jolie Pitt,11000,Teri Polo,708,Noah Emmerich,617,Beyond BordersåÊ
Pou-Soi Cheang,3,Li Gong,879,Aaron Kwok,107,Eddie Peng,22,Xi you ji zhi: Sun Wukong san da Baigu JingåÊ
John Dahl,131,James Franco,11000,Clayne Crawford,298,Paolo Montalban,242,The Great RaidåÊ
Tim Miller,84,Ryan Reynolds,16000,Ed Skrein,805,Stefan Kapicic,361,DeadpoolåÊ
Stephen Herek,65,Kelly Preston,743,Morgan Fairchild,730,Eric McCormack,440,Holy ManåÊ
Clint Eastwood,16000,Bradley Cooper,14000,Leonard Roberts,962,Keir O'Donnell,318,American SniperåÊ
Rob Letterman,11,Odeya Rush,2000,Dylan Minnette,1000,Ken Marino,543,GoosebumpsåÊ
,,Nate Richert,870,Soleil Moon Frye,558,Caroline Rhea,271,"Sabrina, the Teenage WitchåÊ            "
Mark Waters,70,Jon Heder,970,Ivana Milicevic,834,Willie Garson,512,Just Like HeavenåÊ
Brian Levant,32,Taylor Negron,1000,Mark Addy,891,Danny Woodburn,809,The Flintstones in Viva Rock VegasåÊ
Peter MacDonald,10,Sylvester Stallone,13000,Kurtwood Smith,1000,Richard Crenna,349,Rambo IIIåÊ
George Clooney,0,Robert Baker,142,Malcolm Goodwin,117,Matt Bushell,110,LeatherheadsåÊ
Frank Coraci,153,Taylor Lautner,12000,Adam Sandler,11000,Jon Lovitz,11000,The Ridiculous 6åÊ
Marc Lawrence,30,Michael Kelly,963,Kim Shaw,935,Kevin Brown,727,Did You Hear About the Morgans?åÊ
Shawn Levy,189,Josh Gad,1000,Jessica Szohr,847,Rob Riggle,839,The InternshipåÊ
Paul W.S. Anderson,545,Milla Jovovich,14000,Boris Kodjoe,1000,Shawn Roberts,529,Resident Evil: AfterlifeåÊ
Anthony Hemingway,143,David Oyelowo,1000,Nate Parker,664,Tristan Mack Wilds,519,Red TailsåÊ
,,Chris Noth,962,Kristin Davis,722,Cynthia Nixon,479,Sex and the CityåÊ            
Taylor Hackford,138,Keanu Reeves,18000,Al Pacino,14000,Charlize Theron,9000,The Devil's AdvocateåÊ
Sean Anders,51,Adam Sandler,11000,Leighton Meester,3000,Will Forte,622,That's My BoyåÊ
Rob Cohen,357,Dennis Quaid,2000,Brian Thompson,663,Terry O'Neill,40,DragonHeartåÊ
Brett Ratner,420,Salma Hayek,4000,Don Cheadle,3000,Chris Penn,455,After the SunsetåÊ
Mark Neveldine,83,Nicolas Cage,12000,Spencer Wilding,1000,Christopher Lambert,1000,Ghost Rider: Spirit of VengeanceåÊ
John Madden,108,Christian Bale,23000,Irene Papas,243,Mihalis Giannatos,58,Captain Corelli's MandolinåÊ
,,Barry Corbin,883,Noureen DeWulf,701,Brian Austin Green,676,Anger ManagementåÊ            
Adam Shankman,163,Vin Diesel,14000,Brad Garrett,799,Tate Donovan,650,The PacifieråÊ
Kevin Bray,10,Dwayne Johnson,12000,Ashley Scott,795,Michael Bowen,348,Walking TallåÊ
Robert Zemeckis,0,Tom Hanks,15000,Siobhan Fallon Hogan,294,Sam Anderson,194,Forrest GumpåÊ
Tim Hill,25,Jesse McCartney,1000,Beth Riesgraf,718,Matthew Gray Gubler,639,Alvin and the ChipmunksåÊ
Jay Roach,116,Robert De Niro,22000,Blythe Danner,713,Teri Polo,708,Meet the ParentsåÊ
Mike Gabriel,12,Christian Bale,23000,Frank Welker,2000,Irene Bedard,752,PocahontasåÊ
Richard Donner,503,Marlon Brando,10000,Margot Kidder,593,Ned Beatty,467,SupermanåÊ
Tom Shadyac,293,Jada Pinkett Smith,851,James Coburn,773,Dave Chappelle,744,The Nutty ProfessoråÊ
Andy Tennant,72,Will Smith,10000,Michael Rapaport,975,Kevin Sussman,681,HitchåÊ
Sam Weisman,39,Brendan Fraser,3000,Abraham Benrubi,562,Holland Taylor,458,George of the JungleåÊ
Jesse Dylan,58,Alyson Hannigan,3000,Thomas Ian Nicholas,864,Fred Willard,729,American WeddingåÊ
Paul Greengrass,521,Tom Hanks,15000,Chris Mulkey,535,Michael Chernus,186,Captain PhillipsåÊ
Shawn Levy,189,Mila Kunis,15000,James Franco,11000,Steve Carell,7000,Date NightåÊ
Brad Silberling,52,Eric Idle,795,Fred Rogers,419,Cathy Moriarty,394,CasperåÊ
Antoine Fuqua,845,Denzel Washington,18000,ChloÌÇ Grace Moretz,17000,James Wilcox,683,The EqualizeråÊ
Wayne Wang,61,Bob Hoskins,5000,Frances Conroy,827,Natasha Richardson,708,Maid in ManhattanåÊ
Tony Scott,12000,Denzel Washington,18000,Viggo Mortensen,10000,Ricky Schroder,665,Crimson TideåÊ
Gabriele Muccino,125,Will Smith,10000,Kurt Fuller,617,James Karen,168,The Pursuit of HappynessåÊ
Robert Schwentke,124,Erika Christensen,931,Michael Irby,507,Haley Ramm,354,FlightplanåÊ
Barry Levinson,272,Demi Moore,2000,Dylan Baker,812,Roma Maffia,383,DisclosureåÊ
Brad Silberling,52,Nicolas Cage,12000,Andre Braugher,702,Colm Feore,539,City of AngelsåÊ
Quentin Tarantino,16000,David Carradine,926,Vivica A. Fox,890,Chiaki Kuriyama,640,Kill Bill: Vol. 1åÊ
Frank Oz,0,Robert Downey Jr.,21000,Adam Alexi-Malle,860,Jamie Kennedy,490,BowfingeråÊ
,,Christopher Judge,847,Don S. Davis,440,Gary Jones,72,Stargate SG-1åÊ            
Quentin Tarantino,16000,Vivica A. Fox,890,Michael Parks,387,Michael Bowen,348,Kill Bill: Vol. 2åÊ
Andrey Konchalovskiy,96,Sylvester Stallone,13000,Jack Palance,549,Brion James,403,Tango & CashåÊ
Robert Zemeckis,0,Bruce Willis,13000,Meryl Streep,11000,Isabella Rossellini,812,Death Becomes HeråÊ
Tom Dey,9,Xander Berkeley,485,Jason Connery,110,Kate Luyben,95,Shanghai NoonåÊ
Stuart Baird,53,Oliver Platt,1000,Joe Morton,780,J.T. Walsh,263,Executive DecisionåÊ
Mark Waters,70,Madeline Carroll,1000,Ophelia Lovibond,549,Philip Baker Hall,497,Mr. Popper's PenguinsåÊ
Rob Minkoff,50,Jet Li,5000,Thomas McDonell,962,Michael Angarano,947,The Forbidden KingdomåÊ
Jimmy Hayward,39,Amy Poehler,1000,Carlos Ponce,591,Dan Fogler,562,Free BirdsåÊ
David Fincher,21000,Charles S. Dutton,534,Holt McCallany,273,Paul McGann,243,Alien 3åÊ
Alan Parker,317,Andrea Corr,57,Jimmy Nail,40,Peter Polycarpou,34,EvitaåÊ
John Frankenheimer,287,Robert De Niro,22000,Natascha McElhone,2000,Michael Lonsdale,135,RoninåÊ
Stephen Hopkins,81,Tom Wilkinson,1000,Bernard Hill,416,Om Puri,163,The Ghost and the DarknessåÊ
Paul King,17,Julie Walters,838,Matt Lucas,722,Sally Hawkins,594,PaddingtonåÊ
Akiva Schaffer,82,Will Forte,622,Nicholas Braun,591,Rosemarie DeWitt,537,The WatchåÊ
William Friedkin,607,Connie Nielsen,933,Jenna Boyd,518,Rex Linn,215,The HuntedåÊ
Jon Turteltaub,226,Anthony Hopkins,12000,Maura Tierney,509,John Ashton,241,InstinctåÊ
Bobby Farrelly,101,Matt Damon,13000,Terence Bernie Hines,390,Seymour Cassel,327,Stuck on YouåÊ
Kent Alterman,3,Will Ferrell,8000,Maura Tierney,509,Matt Walsh,490,Semi-ProåÊ
Peter Lord,91,Salma Hayek,4000,Russell Tovey,796,Brian Blessed,591,The Pirates! Band of MisfitsåÊ
Clint Eastwood,16000,Angelina Jolie Pitt,11000,Michael Kelly,963,Colm Feore,539,ChangelingåÊ
Andrew Davis,99,Keanu Reeves,18000,Morgan Freeman,11000,Kevin Dunn,581,Chain ReactionåÊ
Tony Scott,12000,Robert De Niro,22000,Kurt Fuller,617,Ellen Barkin,552,The FanåÊ
Joel Schumacher,541,Gerard Butler,18000,Minnie Driver,893,Miranda Richardson,530,The Phantom of the OperaåÊ
Shekhar Kapur,159,Eddie Redmayne,13000,Abbie Cornish,2000,Jordi MollÌÊ,877,Elizabeth: The Golden AgeåÊ
Karyn Kusama,45,Charlize Theron,9000,Sophie Okonedo,460,Paterson Joseph,352,Ì on FluxåÊ
Ron Maxwell,33,Billy Campbell,789,Bruce Boxleitner,640,John Castle,67,Gods and GeneralsåÊ
Robert Butler,0,Hector Elizondo,995,Lauren Holly,879,Jeffrey DeMunn,745,TurbulenceåÊ
Karey Kirkpatrick,11,Stephen Root,939,Ronny Cox,605,Richard Schiff,506,Imagine ThatåÊ
James Bobin,33,Ty Burrell,3000,Tina Fey,2000,Hugh Bonneville,518,Muppets Most WantedåÊ
Jonathan Frakes,906,Sophia Myles,956,Philip Winchester,579,Brady Corbet,287,ThunderbirdsåÊ
Steve Antin,59,Eric Dane,2000,Peter Gallagher,828,David Walton,676,BurlesqueåÊ
Jean-Pierre Jeunet,0,Denis Lavant,226,AndrÌ© Dussollier,52,Albert Dupontel,46,A Very Long EngagementåÊ
Stanley Kubrick,0,James Mason,617,Shelley Winters,367,Lois Maxwell,177,LolitaåÊ
Jim Gillespie,13,Sylvester Stallone,13000,Tom Berenger,854,Charles S. Dutton,534,Eye See YouåÊ
Guillermo del Toro,0,Norman Reedus,12000,Thomas Kretschmann,919,Tony Curran,845,Blade IIåÊ
Gabriele Muccino,125,Will Smith,10000,Rosario Dawson,3000,Madison Pettis,835,Seven PoundsåÊ
Walter Hill,394,Sylvester Stallone,13000,Jason Momoa,11000,Jon Seda,565,Bullet to the HeadåÊ
Francis Ford Coppola,0,Al Pacino,14000,Joe Mantegna,1000,Bridget Fonda,889,The Godfather: Part IIIåÊ
Cameron Crowe,488,Orlando Bloom,5000,Kirsten Dunst,4000,Judy Greer,2000,ElizabethtownåÊ
Anthony Russo,94,Todd Stashwick,277,Billy Gardell,245,Amanda Detmer,240,"You, Me and DupreeåÊ"
Richard Lester,44,Margot Kidder,593,Ned Beatty,467,Jackie Cooper,420,Superman IIåÊ
Martin Brest,102,Todd Giebenhain,117,Lenny Venito,62,David Backus,43,GigliåÊ
Steven Zaillian,234,Kate Winslet,14000,Anthony Hopkins,12000,Kevin Dunn,581,All the King's MenåÊ
John Singleton,309,Christian Bale,23000,Vanessa Williams,1000,Daniel von Bargen,577,ShaftåÊ
Don Bluth,383,Kirsten Dunst,4000,Kelsey Grammer,808,Bernadette Peters,753,AnastasiaåÊ
Baz Luhrmann,1000,Jim Broadbent,1000,Kylie Minogue,691,Richard Roxburgh,653,Moulin Rouge!åÊ
Harold Becker,17,Steve Buscemi,12000,Teri Polo,708,Matt O'Leary,303,Domestic DisturbanceåÊ
Scott Cooper,108,Johnny Depp,40000,Benedict Cumberbatch,19000,Adam Scott,3000,Black MassåÊ
Clint Eastwood,16000,Paul Walker,23000,Chris Bauer,638,Tom McCarthy,310,Flags of Our FathersåÊ
F. Gary Gray,473,Gerard Butler,18000,Leslie Bibb,1000,Michael Kelly,963,Law Abiding CitizenåÊ
Robert Rodriguez,0,Quentin Tarantino,16000,Rosario Dawson,3000,ZoÌÇ Bell,1000,GrindhouseåÊ
Jonathan Demme,438,Oprah Winfrey,852,Kimberly Elise,637,Hill Harper,466,BelovedåÊ
Curtis Hanson,161,Robert Downey Jr.,21000,Robert Duvall,3000,Kelvin Han Yee,681,Lucky YouåÊ
Steven Spielberg,14000,Leonardo DiCaprio,29000,Tom Hanks,15000,Jennifer Garner,3000,Catch Me If You CanåÊ
Kathryn Bigelow,0,Jennifer Ehle,1000,Harold Perrineau,1000,Parker Sawyers,304,Zero Dark ThirtyåÊ
Peyton Reed,235,Jon Favreau,4000,John Michael Higgins,957,Ann-Margret,931,The Break-UpåÊ
Phyllida Lloyd,58,Colin Firth,14000,Meryl Streep,11000,Julie Walters,838,Mamma Mia!åÊ
Garry Marshall,0,Bradley Cooper,14000,Taylor Lautner,12000,Anne Hathaway,11000,Valentine's DayåÊ
Jay Chandrasekhar,422,Alice Greczyn,631,Jessica Simpson,534,Michael Weston,379,The Dukes of HazzardåÊ
Terrence Malick,0,Nick Stahl,648,Miranda Otto,568,Dash Mihok,463,The Thin Red LineåÊ
David Dobkin,71,Ryan Reynolds,16000,Olivia Wilde,10000,Mircea Monroe,634,The Change-UpåÊ
Milos Forman,869,Matt Price,134,Gerry Becker,27,Tom Dreesen,21,Man on the MoonåÊ
Martin Scorsese,17000,Robert De Niro,22000,Don Rickles,721,Kevin Pollak,574,CasinoåÊ
Pierre Morel,180,Kasia Smutniak,211,Amber Rose Revah,135,Rebecca Dayan,75,From Paris with LoveåÊ
Paul Hunter,13,Jaime King,961,Mako,691,Victoria Smurfit,343,Bulletproof MonkåÊ
Bobby Farrelly,101,Robert Forster,889,Tony Cox,624,Rob Moran,79,"Me, Myself & IreneåÊ"
Steve Oedekerk,176,Rob Paulsen,677,Wanda Sykes,560,Maurice LaMarche,523,BarnyardåÊ
John Whitesell,14,Matthew Broderick,2000,Jorge Garcia,1000,Alia Shawkat,728,Deck the HallsåÊ
Chris Weitz,129,Robert Pattinson,21000,Kristen Stewart,17000,Taylor Lautner,12000,The Twilight Saga: New MoonåÊ
Andrew Adamson,80,Kathleen Freeman,145,Chris Miller,50,Bobby Block,21,ShrekåÊ
George Nolfi,53,Matt Damon,13000,Michael Kelly,963,Jon Stewart,593,The Adjustment BureauåÊ
Kevin Reynolds,58,Alan Rickman,25000,Morgan Freeman,11000,Michael Wincott,720,Robin Hood: Prince of ThievesåÊ
Cameron Crowe,488,Tom Cruise,10000,Kelly Preston,743,Bonnie Hunt,597,Jerry MaguireåÊ
Seth MacFarlane,3000,Mila Kunis,15000,Seth MacFarlane,3000,Tom Skerritt,1000,TedåÊ
James L. Brooks,274,Lupe Ontiveros,625,Yeardley Smith,440,Shirley Knight,285,As Good as It GetsåÊ
Tom Shadyac,293,Robin Williams,49000,Philip Seymour Hoffman,22000,Monica Potter,878,Patch AdamsåÊ
Adam McKay,285,Harrison Ford,11000,Will Ferrell,8000,Steve Carell,7000,Anchorman 2: The Legend ContinuesåÊ
Steven Brill,65,Steve Buscemi,12000,Adam Sandler,11000,Peter Gallagher,828,Mr. DeedsåÊ
J.J. Abrams,14000,Joel Courtney,1000,AJ Michalka,560,Zach Mills,417,Super 8åÊ
Steven Soderbergh,0,Julia Roberts,8000,Albert Finney,883,Conchata Ferrell,658,Erin BrockovichåÊ
Donald Petrie,80,Matthew McConaughey,11000,Adam Goldberg,1000,Thomas Lennon,651,How to Lose a Guy in 10 DaysåÊ
Phil Lord,97,Channing Tatum,17000,Craig Roberts,920,Amber Stevens West,584,22 Jump StreetåÊ
Neil Jordan,277,Brad Pitt,11000,Tom Cruise,10000,Kirsten Dunst,4000,Interview with the Vampire: The Vampire ChroniclesåÊ
Peyton Reed,235,Bradley Cooper,14000,Zooey Deschanel,11000,Danny Masterson,1000,Yes ManåÊ
Rawson Marshall Thurber,43,Dwayne Johnson,12000,Thomas Kretschmann,919,Megan Park,569,Central IntelligenceåÊ
Chris Columbus,0,Julia Roberts,8000,Liam Aiken,818,Herbert Russell,701,StepmomåÊ
Sean Anders,51,Will Ferrell,8000,Linda Cardellini,2000,Mark L. Young,322,Daddy's HomeåÊ
Rob Marshall,252,Johnny Depp,40000,Meryl Streep,11000,Anna Kendrick,10000,Into the WoodsåÊ
Spike Lee,0,Denzel Washington,18000,James Ransone,412,Peter Gerety,277,Inside ManåÊ
Brian Helgeland,241,Bill Duke,1000,Deborah Kara Unger,495,William Devane,416,PaybackåÊ
Frank Marshall,155,Dylan Walsh,426,Joe Don Baker,387,Grant Heslov,293,CongoåÊ
Cameron Crowe,488,Scarlett Johansson,19000,Matt Damon,13000,Stephanie Szostak,1000,We Bought a ZooåÊ
Alex Proyas,295,Nicolas Cage,12000,Ben Mendelsohn,748,Chandler Canterbury,329,KnowingåÊ
Tom Dey,9,Bradley Cooper,14000,Matthew McConaughey,11000,Zooey Deschanel,11000,Failure to LaunchåÊ
Hideo Nakata,62,Naomi Watts,6000,Gary Cole,989,Sissy Spacek,874,The Ring TwoåÊ
Glenn Ficarra,43,Ryan Gosling,33000,Emma Stone,15000,Steve Carell,7000,"Crazy, Stupid, Love.åÊ"
Peter Hewitt,12,Bill Murray,13000,Mark Christopher Lawrence,258,Michael Monks,58,GarfieldåÊ
Joe Roth,148,Jamie Lee Curtis,2000,Cheech Marin,843,Jake Busey,660,Christmas with the KranksåÊ
Bennett Miller,152,Philip Seymour Hoffman,22000,Robin Wright,18000,Brad Pitt,11000,MoneyballåÊ
Wolfgang Petersen,249,Kevin Spacey,18000,Morgan Freeman,11000,Rene Russo,808,OutbreakåÊ
Jaume Collet-Serra,174,Liam Neeson,14000,Nate Parker,664,Scoot McNairy,660,Non-StopåÊ
Andy Fickman,99,Dwayne Johnson,12000,Billy Brown,536,Tom Everett Scott,433,Race to Witch MountainåÊ
James McTeigue,160,Natalie Portman,20000,Eddie Marsan,979,Rupert Graves,443,V for VendettaåÊ
David Dobkin,71,Fann Wong,154,Anna-Louise Plowman,131,Georgina Chapman,55,Shanghai KnightsåÊ
,,Bernard Hill,416,Gemma Jones,171,Nicola Walker,132,UnforgottenåÊ            
Matthew O'Callaghan,5,Will Ferrell,8000,Frank Welker,2000,Alexander Gould,1000,Curious GeorgeåÊ
Angela Robinson,23,Scoot McNairy,660,Thomas Lennon,651,Cheryl Hines,541,Herbie Fully LoadedåÊ
Gary Fleder,39,Oliver Platt,1000,Jennifer Esposito,912,Conrad Goode,477,Don't Say a WordåÊ
Tommy Wirkola,75,Jeremy Renner,10000,Derek Mears,520,Ingrid BolsÌü Berdal,467,Hansel & Gretel: Witch HuntersåÊ
Adrian Lyne,213,Olivier Martinez,838,Erik Per Sullivan,593,Chad Lowe,372,UnfaithfulåÊ
D.J. Caruso,154,Alex Pettyfer,15000,Emily Wickersham,348,Reuben Langdon,144,I Am Number FouråÊ
Stephen Gaghan,79,Matt Damon,13000,Amr Waked,903,Kayvan Novak,414,SyrianaåÊ
Michael Bay,0,Toby Stephens,769,James Badge Dale,726,David Costabile,681,13 HoursåÊ
Jorge R. GutiÌ©rrez,34,Channing Tatum,17000,Hector Elizondo,995,Ana de la Reguera,679,The Book of LifeåÊ
Richard Loncraine,12,Jimmy Bennett,87000,Harrison Ford,11000,Mary Lynn Rajskub,935,FirewallåÊ
Clint Eastwood,16000,Clint Eastwood,16000,Mark Margolis,1000,Scott Glenn,826,Absolute PoweråÊ
Ridley Scott,0,Viggo Mortensen,10000,Demi Moore,2000,John Michael Higgins,957,G.I. JaneåÊ
David Fincher,21000,Deborah Kara Unger,495,Armin Mueller-Stahl,294,Charles Martinet,283,The GameåÊ
Christophe Gans,50,Radha Mitchell,992,Deborah Kara Unger,495,Alice Krige,368,Silent HillåÊ
Howard Deutch,41,Keanu Reeves,18000,Jon Favreau,4000,Faizon Love,585,The ReplacementsåÊ
Jon Hurwitz,22,Alyson Hannigan,3000,Dania Ramirez,1000,Natasha Lyonne,1000,American ReunionåÊ
F. Gary Gray,473,Kevin Spacey,18000,Michael Cudlitz,822,Siobhan Fallon Hogan,294,The NegotiatoråÊ
Steven Quale,77,Matt Walsh,490,Alycia Debnam-Carey,298,Scott Lawrence,159,Into the StormåÊ
John Landis,644,Louis Lombardi,437,Jon Tenney,289,Gilbert R. Hill,174,Beverly Hills Cop IIIåÊ
Joe Dante,287,Christopher Lee,16000,Robert Picardo,823,Phoebe Cates,767,Gremlins 2: The New BatchåÊ
David Dobkin,71,Robert Downey Jr.,21000,Robert Duvall,3000,Leighton Meester,3000,The JudgeåÊ
Mimi Leder,75,Armin Mueller-Stahl,294,Holt McCallany,273,Marcel Iures,258,The PeacemakeråÊ
Alexander Witt,38,Milla Jovovich,14000,Thomas Kretschmann,919,Mike Epps,706,Resident Evil: ApocalypseåÊ
Beeban Kidron,17,Colin Firth,14000,Jim Broadbent,1000,Celia Imrie,186,Bridget Jones: The Edge of ReasonåÊ
Carl Franklin,73,Denzel Washington,18000,Sanaa Lathan,886,John Billingsley,323,Out of TimeåÊ
Steven Seagal,0,Mike Starr,854,Joan Chen,643,Sven-Ole Thorsen,158,On Deadly GroundåÊ
Robert Rodriguez,0,Taylor Lautner,12000,Kristin Davis,722,Taylor Dooley,717,The Adventures of Sharkboy and Lavagirl 3-DåÊ
Danny Boyle,0,Leonardo DiCaprio,29000,Virginie Ledoyen,414,Peter Youngblood Hills,39,The BeachåÊ
Garry Marshall,0,Amber Valletta,627,Felicity Huffman,508,Spencer Breslin,434,Raising HelenåÊ
James McTeigue,160,ShÌ« Kosugi,330,Ben Miles,119,Rain,72,Ninja AssassinåÊ
Sam Raimi,0,J.K. Simmons,24000,Kelly Preston,743,Carmine Giovinazzo,432,For Love of the GameåÊ
,,David Jason,325,Bruce Alexander,7,John Lyons,5,A Touch of FroståÊ            
Andrew Bergman,31,Demi Moore,2000,Rumer Willis,472,Paul Guilfoyle,210,StripteaseåÊ
Tom Dey,9,Emma Stone,15000,Judy Greer,2000,Steve Coogan,1000,MarmadukeåÊ
Clint Eastwood,16000,Matt Damon,13000,Jay Mohr,563,CÌ©cile De France,447,HereafteråÊ
Barbet Schroeder,58,Ryan Gosling,33000,Chris Penn,455,Agnes Bruckner,401,Murder by NumbersåÊ
Richard Donner,503,Muse Watson,45000,Sylvester Stallone,13000,Kelly Rowan,282,AssassinsåÊ
Peter Webber,73,Li Gong,879,Stephen Walters,184,Richard Brake,163,Hannibal RisingåÊ
Rob Reiner,0,Bruce Willis,13000,Tim Matheson,559,Rita Wilson,323,The Story of UsåÊ
Andrew Niccol,487,J.D. Evermore,430,Chandler Canterbury,329,Rachel Roberts,201,The HoståÊ
John McTiernan,323,Connie Nielsen,933,Harry Connick Jr.,631,Tim Daly,511,BasicåÊ
Clint Eastwood,16000,Clint Eastwood,16000,Anjelica Huston,1000,Rick Hoffman,581,Blood WorkåÊ
Tom Tykwer,670,Naomi Watts,6000,BrÌ_an F. O'Byrne,450,Armin Mueller-Stahl,294,The InternationalåÊ
John Carpenter,0,Steve Buscemi,12000,Valeria Golino,898,Michelle Forbes,764,Escape from L.A.åÊ
,,Grey Damon,629,Brittany Curran,512,Aaron Hill,398,TwistedåÊ            
Brad Bird,663,Vin Diesel,14000,Harry Connick Jr.,631,M. Emmet Walsh,521,The Iron GiantåÊ
Wes Anderson,0,Bill Murray,13000,Anjelica Huston,1000,Matthew Gray Gubler,639,The Life Aquatic with Steve ZissouåÊ
Gary Ross,378,Matthew McConaughey,11000,Donald Watkins,552,Jessica Collins,303,Free State of JonesåÊ
Alan Parker,317,Kevin Spacey,18000,Kate Winslet,14000,Matt Craven,256,The Life of David GaleåÊ
Stephen Herek,65,Christina Milian,1000,Vanessa Ferlito,923,Kelli Garner,730,Man of the HouseåÊ
Jaume Collet-Serra,174,Liam Neeson,14000,Common,988,Bruce McGill,655,Run All NightåÊ
David Cronenberg,0,Viggo Mortensen,10000,Naomi Watts,6000,Raza Jaffrey,509,Eastern PromisesåÊ
John Stockwell,134,Paul Walker,23000,James Frain,1000,Ashley Scott,795,Into the BlueåÊ
Luc Besson,0,Paul Brooke,51,David Bailie,40,Rab Affleck,15,The Messenger: The Story of Joan of ArcåÊ
David Gordon Green,234,Natalie Portman,20000,Zooey Deschanel,11000,James Franco,11000,Your HighnessåÊ
Jim Sheridan,260,Naomi Watts,6000,Gregory Smith,694,Sarah Gadon,692,Dream HouseåÊ
Costa-Gavras,333,Mia Kirshner,972,Blythe Danner,713,William Atherton,317,Mad CityåÊ
Patrick Read Johnson,32,Joe Mantegna,1000,Lara Flynn Boyle,619,Cynthia Nixon,479,Baby's Day OutåÊ
Roland JoffÌ©,596,Gary Oldman,10000,Robert Duvall,3000,Demi Moore,2000,The Scarlet LetteråÊ
