movie_title,num_critic_for_reviews,num_user_for_reviews
Riding GiantsåÊ,74,37
TimecrimesåÊ,173,124
Silver MedalliståÊ,5,4
Timber FallsåÊ,66,47
Singin' in the RainåÊ,169,568
"Fat, Sick & Nearly DeadåÊ",13,25
A Haunted HouseåÊ,129,107
2016: Obama's AmericaåÊ,30,199
Halloween IIåÊ,220,491
That Thing You Do!åÊ,75,212
Halloween III: Season of the WitchåÊ,162,532
Escape from the Planet of the ApesåÊ,74,92
HudåÊ,65,120
Kevin Hart: Let Me ExplainåÊ,26,30
My Own Private IdahoåÊ,63,153
Garden StateåÊ,205,978
Before SunriseåÊ,121,395
Sur le seuilåÊ,9,5
Jesus' SonåÊ,74,87
Saving FaceåÊ,54,84
Brick LaneåÊ,80,29
Robot & FrankåÊ,252,84
My Life Without MeåÊ,72,134
The Spectacular NowåÊ,220,178
Marilyn Hotchkiss' Ballroom Dancing and Charm SchoolåÊ,1,2
ReligulousåÊ,197,345
FuelåÊ,14,34
Valley of the Heart's DelightåÊ,3,3
Dodgeball: A True Underdog StoryåÊ,191,392
Eye of the DolphinåÊ,18,18
8: The Mormon PropositionåÊ,28,30
The Other End of the LineåÊ,22,26
AnatomyåÊ,62,110
Sleep DealeråÊ,47,40
SuperåÊ,238,203
Christmas MailåÊ,2,7
StungåÊ,95,23
AntibirthåÊ,10,2
Get on the BusåÊ,28,35
Thr3eåÊ,25,90
IdiocracyåÊ,121,434
The Rise of the KraysåÊ,10,26
This Is EnglandåÊ,172,192
Alien UprisingåÊ,20,82
Bathing BeautyåÊ,8,28
Go for It!åÊ,8,10
"Dancer, Texas Pop. 81åÊ",15,63
Show BoatåÊ,14,46
Redemption RoadåÊ,12,9
The CallingåÊ,48,28
The Brave Little ToasteråÊ,17,62
FantasiaåÊ,99,230
The French ConnectionåÊ,138,280
8 DaysåÊ,,3
Friday the 13th Part IIIåÊ,235,372
Friday the 13th: A New BeginningåÊ,160,342
The Last Sin EateråÊ,18,29
Do You Believe?åÊ,11,63
Impact PointåÊ,11,9
The Valley of DecisionåÊ,7,29
EdenåÊ,5,4
Chicken Tikka MasalaåÊ,10,14
Always WoodstockåÊ,5,6
Jack Brooks: Monster SlayeråÊ,95,46
The Best Years of Our LivesåÊ,97,235
BullyåÊ,76,336
EllingåÊ,67,95
Mi AmericaåÊ,4,1
[Rec]åÊ,252,374
Lies in Plain SightåÊ,,4
SharkskinåÊ,1,1
ContainmentåÊ,33,21
The TimberåÊ,19,17
From Russia with LoveåÊ,167,358
The Toxic Avenger Part IIåÊ,49,40
In the Heat of the NightåÊ            ,1,24
SleeperåÊ,66,128
It FollowsåÊ,533,631
Everything You Always Wanted to Know About Sex * But Were Afraid to AskåÊ,50,78
To Kill a MockingbirdåÊ,127,471
Mad Max 2: The Road WarrioråÊ,177,294
The Legend of Drunken MasteråÊ,77,146
LolitaåÊ,103,207
Boys Don't CryåÊ,123,434
Silent HouseåÊ,218,154
The Lives of OthersåÊ,215,407
CourageousåÊ,34,175
The HustleråÊ,100,167
Boom TownåÊ,12,34
The Triplets of BellevilleåÊ,167,312
Smoke SignalsåÊ,56,132
American SplendoråÊ,180,226
Before SunsetåÊ,211,492
Amores PerrosåÊ,157,361
ThirteenåÊ,126,545
Gentleman's AgreementåÊ,61,113
Winter's BoneåÊ,365,297
Touching the VoidåÊ,121,156
Alexander's Ragtime BandåÊ,10,29
Me and You and Everyone We KnowåÊ,151,243
Inside JobåÊ,171,129
We Are Your FriendsåÊ,158,60
Ghost Dog: The Way of the SamuraiåÊ,167,346
Harsh TimesåÊ,118,222
CaptiveåÊ,39,22
Full FrontalåÊ,108,172
WitchboardåÊ,65,74
Strangers with CandyåÊ            ,8,62
HamletåÊ,85,224
ShortbusåÊ,160,206
Waltz with BashiråÊ,231,156
"The Book of Mormon Movie, Volume 1: The JourneyåÊ",7,30
No End in SightåÊ,79,55
The Diary of a Teenage GirlåÊ,168,72
Get RealåÊ            ,1,26
In the Shadow of the MoonåÊ,107,44
Meek's CutoffåÊ,200,98
Inside Deep ThroatåÊ,123,64
Dinner RushåÊ,39,73
ClockwatchersåÊ,41,111
The Virginity HitåÊ,46,13
SubwayåÊ,30,45
House of DåÊ,46,86
TeethåÊ,221,161
Six-String SamuraiåÊ,51,102
Hum To Mohabbat KaregaåÊ,1,1
It's All Gone Pete TongåÊ,58,67
Saint John of Las VegasåÊ,45,11
24 7: Twenty Four SevenåÊ,44,21
StonewallåÊ,74,30
EurekaåÊ            ,20,136
Roadside RomeoåÊ,6,17
This Thing of OursåÊ,5,18
The Lost Medallion: The Adventures of Billy StoneåÊ,10,16
The Last Five YearsåÊ,81,40
The Missing PersonåÊ,66,23
Return of the Living Dead IIIåÊ,46,130
LondonåÊ,34,90
SherrybabyåÊ,78,78
Stealing HarvardåÊ,52,92
CircleåÊ,29,59
Eden LakeåÊ,161,357
PlushåÊ,18,24
Vampire KillersåÊ,107,91
Gangster's Paradise: JerusalemaåÊ,30,23
Freeze FrameåÊ,24,41
Grave EncountersåÊ,116,235
StitchesåÊ,98,53
Nine DeadåÊ,25,64
"To Be Frank, Sinatra at 100åÊ",,
BananasåÊ,40,105
SupercapitaliståÊ,20,9
RockawayåÊ,8,6
WingsåÊ            ,19,56
The Lady from ShanghaiåÊ,90,175
No Man's Land: The Rise of ReekeråÊ,21,31
HighwayåÊ,12,67
Small ApartmentsåÊ,33,26
Coffee TownåÊ,9,19
The Ghastly Love of Johnny XåÊ,94,19
All Is BrightåÊ,41,23
The Torture Chamber of Dr. SadismåÊ,38,36
Straight A'såÊ,12,20
A Funny Thing Happened on the Way to the ForumåÊ,25,72
Slacker UprisingåÊ,27,15
The Legend of Hell's Gate: An American ConspiracyåÊ,2,14
The Walking DeceasedåÊ,23,25
The Curse of Downers GroveåÊ,32,22
Shark LakeåÊ,18,17
River's EdgeåÊ,45,111
NorthforkåÊ,60,122
The Marine 4: Moving TargetåÊ,23,15
BuriedåÊ,363,447
SubmarineåÊ,249,100
The SquareåÊ,68,42
One to AnotheråÊ,14,15
CarrieåÊ,359,371
ABCD (Any Body Can Dance)åÊ,15,38
A Nightmare on Elm StreetåÊ,256,668
Man on WireåÊ,194,134
AbandonedåÊ,,6
Brotherly LoveåÊ,10,19
The Last ExorcismåÊ,311,300
Nowhere BoyåÊ,205,75
A Streetcar Named DesireåÊ,94,233
Dr. Strangelove or: How I Learned to Stop Worrying and Love the BombåÊ,192,839
El crimen del padre AmaroåÊ,85,110
Beasts of the Southern WildåÊ,663,269
Battle for the Planet of the ApesåÊ,62,91
SongcatcheråÊ,39,78
Higher GroundåÊ,68,34
VaaluåÊ,3,6
The Greatest Movie Ever SoldåÊ,130,45
Ed and His Dead MotheråÊ,13,17
Travelers and MagiciansåÊ,44,28
Hang 'Em HighåÊ,26,109
Deadline - U.S.A.åÊ,27,28
SublimeåÊ,53,103
A Beginner's Guide to SnuffåÊ,,
Independence DaysasteråÊ,10,12
Dysfunctional FriendsåÊ,4,8
Run Lola RunåÊ,181,709
MayåÊ,114,277
Against the WildåÊ,11,9
Living Dark: The Story of Ted the CaveråÊ,1,1
Under the Same MoonåÊ,75,58
Conquest of the Planet of the ApesåÊ,80,95
In the BedroomåÊ,179,510
I Spit on Your GraveåÊ,225,209
"Happy, TexasåÊ",77,122
My Summer of LoveåÊ,124,103
The LunchboxåÊ,195,162
YesåÊ,76,48
You Can't Take It with YouåÊ,51,133
From Here to EternityåÊ,101,150
She Wore a Yellow RibbonåÊ,55,90
Grace UnpluggedåÊ,15,21
FoolishåÊ,16,13
N-SecureåÊ,5,15
CaramelåÊ,109,66
Out of the DarkåÊ,40,18
The BubbleåÊ,51,23
The ConversationåÊ,149,313
Dil Jo Bhi Kahey...åÊ,4,4
Mississippi MermaidåÊ,35,26
I Love Your WorkåÊ,22,40
Cabin FeveråÊ,68,40
Dawn of the DeadåÊ,287,1057
WaitressåÊ,173,204
BloodsportåÊ,61,210
Mr. Smith Goes to WashingtonåÊ,96,245
KidsåÊ,71,408
The Squid and the WhaleåÊ,110,232
Kissing Jessica SteinåÊ,110,190
"A Woman, a Gun and a Noodle ShopåÊ",101,20
Kickboxer: VengeanceåÊ,2,1
SpellboundåÊ,97,161
ExoticaåÊ,53,83
Buffalo '66åÊ,106,318
InsidiousåÊ,445,752
Repo ManåÊ,131,148
Nine QueensåÊ,94,125
The GatekeepersåÊ,105,33
The Ballad of Jack and RoseåÊ,75,68
The To Do ListåÊ,97,79
Killing ZoeåÊ,37,93
The BelieveråÊ,84,159
Snow AngelsåÊ,88,57
UnsulliedåÊ,6,3
Session 9åÊ,127,481
I Want Someone to Eat Cheese WithåÊ,32,28
Mooz-LumåÊ,8,14
HatchetåÊ,229,235
Modern TimesåÊ,120,211
Stolen SummeråÊ,31,55
My Name Is BruceåÊ,100,88
The SalonåÊ,14,5
Road HardåÊ,14,11
Forty Shades of BlueåÊ,39,26
AmigoåÊ,35,8
PontypoolåÊ,178,142
TruckeråÊ,46,22
Me You and Five BucksåÊ,,
The Lords of SalemåÊ,234,166
HouseboundåÊ,166,83
Wal-Mart: The High Cost of Low PriceåÊ,56,70
Fetching CodyåÊ,16,10
Once Upon a Time in QueensåÊ,9,7
Closer to the MoonåÊ,18,13
Mutant WorldåÊ,4,10
Growing Up SmithåÊ,,1
CheckmateåÊ,6,18
Jack ReacheråÊ,387,448
#HorroråÊ,35,42
Wind WalkersåÊ,27,2
Snow White and the Seven DwarfsåÊ,145,204
The Holy GirlåÊ,78,37
ShalakoåÊ,10,41
Incident at Loch NessåÊ,60,63
The Dog LoveråÊ,9,8
Girl HouseåÊ,63,33
The Blue RoomåÊ,92,16
House at the End of the DriveåÊ,4,6
Batman: The MovieåÊ,53,155
"Lock, Stock and Two Smoking BarrelsåÊ",116,523
The Ballad of Gregorio CortezåÊ,,2
The Streets of San FranciscoåÊ            ,13,13
The CelebrationåÊ,98,258
Trees LoungeåÊ,43,65
Journey from the FallåÊ,15,19
The BasketåÊ,14,38
Eddie: The Sleepwalking CannibalåÊ,56,10
Mercury RisingåÊ,79,127
Space: Above and BeyondåÊ            ,8,79
Queen of the MountainsåÊ,16,24
Def-Con 4åÊ,18,46
The Hebrew HammeråÊ,35,53
Neal 'N' NikkiåÊ,5,24
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About ItåÊ,16,42
Forget Me NotåÊ,24,38
RebeccaåÊ,144,276
Friday the 13th Part 2åÊ,242,394
The Lost WeekendåÊ,97,136
C.H.U.D.åÊ,77,88
Filly BrownåÊ,16,11
The Lion of JudahåÊ,7,3
NiagaraåÊ,74,116
How Green Was My ValleyåÊ,74,124
The Girlfriend ExperienceåÊ            ,19,17
Da Sweet Blood of JesusåÊ,46,9
"Sex, Lies, and VideotapeåÊ",58,95
SawåÊ,287,1509
Super TroopersåÊ,100,333
The AlgerianåÊ,5,1
The Amazing CatfishåÊ,50,2
The Day the Earth Stood StillåÊ,276,698
Monsoon WeddingåÊ,137,214
You Can Count on MeåÊ,122,231
The Trouble with HarryåÊ,73,150
Lucky Number SlevinåÊ,202,507
But I'm a CheerleaderåÊ,99,186
Home RunåÊ,10,32
Reservoir DogsåÊ,173,931
The Blue BirdåÊ,7,25
"The Good, the Bad and the UglyåÊ",181,780
The Second MotheråÊ,111,26
Blue Like JazzåÊ,38,89
Down and Out with the DollsåÊ,12,4
"Pink Ribbons, Inc.åÊ",23,10
Certifiably JonathanåÊ,17,2
QåÊ,9,16
The Knife of Don JuanåÊ,1,1
Grand Theft ParsonsåÊ,51,38
Extreme MovieåÊ,14,35
The Charge of the Light BrigadeåÊ,24,52
Below ZeroåÊ,18,11
CrowsneståÊ,22,51
AirborneåÊ,9,70
Cotton Comes to HarlemåÊ,30,27
The Wicked WithinåÊ,9,7
Bleeding HeartsåÊ,7,2
Waiting...åÊ,91,236
Dead Man's ShoesåÊ,99,207
Wolf CreekåÊ            ,2,6
From a Whisper to a ScreamåÊ,57,37
Sex with StrangersåÊ,12,8
Dracula: Pages from a Virgin's DiaryåÊ,58,32
Faith Like PotatoesåÊ,5,36
Beyond the Black RainbowåÊ,97,82
The Raid: RedemptionåÊ,481,316
The Dead UndeadåÊ,17,15
The Vatican ExorcismsåÊ,9,10
CasablancaåÊ,242,1123
Lake MungoåÊ,95,85
Rocket Singh: Salesman of the YearåÊ,14,35
Silent RunningåÊ,87,199
RockyåÊ,141,542
The SleepwalkeråÊ,16,2
The FogåÊ,212,335
Tom JonesåÊ,30,56
UnfriendedåÊ,270,309
Taxi DriveråÊ,211,881
The HowlingåÊ,161,195
Dr. NoåÊ,184,389
Chernobyl DiariesåÊ,270,271
HellraiseråÊ,203,335
God's Not Dead 2åÊ,29,102
Cry_WolfåÊ,137,220
Godzilla 2000åÊ,107,140
Blue ValentineåÊ,377,283
TransamericaåÊ,169,230
The Devil InsideåÊ,225,290
Beyond the Valley of the DollsåÊ,101,137
Love Me TenderåÊ,39,36
An Inconvenient TruthåÊ,372,504
Sands of Iwo JimaåÊ,40,69
Shine a LightåÊ,129,67
The Green InfernoåÊ,285,164
DepartureåÊ,29,5
The SessionsåÊ,337,126
"Food, Inc.åÊ",120,183
October BabyåÊ,40,82
Next Stop WonderlandåÊ,38,86
JunoåÊ,387,881
The Skeleton TwinsåÊ,185,79
Martha Marcy May MarleneåÊ,348,186
Obvious ChildåÊ,155,73
Frozen RiveråÊ,181,93
20 Feet from StardomåÊ,149,80
Two Girls and a GuyåÊ,54,102
Walking and TalkingåÊ,18,32
The Full MontyåÊ,122,174
Who Killed the Electric Car?åÊ,87,155
The Broken Hearts Club: A Romantic ComedyåÊ,51,120
Bubba Ho-TepåÊ,260,366
GoosebumpsåÊ,218,154
SlamåÊ,16,51
Brigham CityåÊ,12,63
FizaåÊ,1,19
History of the World: Part IåÊ,48,131
OrgazmoåÊ,59,168
All the Real GirlsåÊ,88,126
Dream with the FishesåÊ,28,29
Blue CaråÊ,44,68
LuminariasåÊ,13,32
Palo AltoåÊ,117,61
AjamiåÊ,100,32
Wristcutters: A Love StoryåÊ,117,88
I OriginsåÊ,140,160
The Battle of Shaker HeightsåÊ,29,49
The Lovely BonesåÊ,308,593
The Act of KillingåÊ,248,107
Taxi to the Dark SideåÊ,84,40
Once in a Lifetime: The Extraordinary Story of the New York CosmosåÊ,40,13
Guiana 1838åÊ,,2
Lisa Picard Is FamousåÊ,13,16
Antarctica: A Year on IceåÊ,31,16
A Lego BrickumentaryåÊ,43,11
HardflipåÊ,2,5
Chocolate: Deep Dark SecretsåÊ,4,30
The House of the DevilåÊ,238,193
The Perfect HoståÊ,112,73
Safe MenåÊ,33,52
Speedway JunkyåÊ,8,43
The Last Big ThingåÊ,95,17
The SpecialsåÊ,29,54
16 to LifeåÊ,3,6
Alone with HeråÊ,71,31
Creative ControlåÊ,36,7
SpecialåÊ,56,37
SparkleråÊ,8,13
The Helix... LoadedåÊ,3,9
In Her Line of FireåÊ,8,12
The Jimmy ShowåÊ,9,21
HeliåÊ,87,15
Karachi se LahoreåÊ,6,15
Loving AnnabelleåÊ,14,75
HitsåÊ,20,8
Jimmy and JudyåÊ,23,26
Frat PartyåÊ,6,28
The Party's OveråÊ,12,7
ProudåÊ,2,22
The Poker HouseåÊ,12,24
ChildlessåÊ,,
ZMD: Zombies of Mass DestructionåÊ,64,39
Snow White: A Deadly SummeråÊ,7,14
Hidden AwayåÊ,9,7
My Last Day Without YouåÊ,21,12
Steppin: The MovieåÊ,,1
Doc Holliday's RevengeåÊ,1,6
Black RockåÊ,95,47
Truth or DieåÊ,40,41
The PetåÊ,6,24
Bang Bang BabyåÊ,16,16
Fear ClinicåÊ,39,19
Zombie HunteråÊ,150,30
A Fine StepåÊ,1,1
TranceåÊ,393,212
CharlyåÊ,32,55
Banshee ChapteråÊ,78,56
JesseåÊ            ,,14
Ask Me AnythingåÊ,8,64
And Then Came LoveåÊ,6,4
Food ChainsåÊ,9,3
On the WaterfrontåÊ,134,281
L!fe HappensåÊ,18,15
"4 Months, 3 Weeks and 2 DaysåÊ",233,172
The Horror Network Vol. 1åÊ,10,3
Hard CandyåÊ,231,651
The QuietåÊ,65,90
CircumstanceåÊ,76,43
Fruitvale StationåÊ,327,168
The Brass TeapotåÊ,62,39
BambiåÊ,116,136
The HammeråÊ,73,23
SnitchåÊ,238,122
Latter DaysåÊ,35,252
ElzaåÊ,2,2
1982åÊ,6,3
"For a Good Time, Call...åÊ",115,34
Celeste & Jesse ForeveråÊ,193,61
Time ChangeråÊ,16,158
London to BrightonåÊ,68,72
American HeroåÊ,16,23
Windsor DriveåÊ,7,6
A SeparationåÊ,354,264
Crying with LaughteråÊ,16,6
Welcome to the DollhouseåÊ,74,174
Ruby in ParadiseåÊ,11,28
Raising Victor VargasåÊ,59,135
Pandora's BoxåÊ,71,84
Harrison MontgomeryåÊ,5,1
Live-In MaidåÊ,25,11
DeterrenceåÊ,29,79
The Mudge BoyåÊ,17,30
The Young UnknownsåÊ,13,3
Not CoolåÊ,6,72
Dead SnowåÊ,224,200
Saints and SoldiersåÊ,33,157
VesselåÊ,1,3
American GraffitiåÊ,100,238
Iraq for Sale: The War ProfiteersåÊ,21,24
Aqua Teen Hunger Force Colon Movie Film for TheatersåÊ,82,73
Safety Not GuaranteedåÊ,271,260
Kevin Hart: Laugh at My PainåÊ,5,8
Kill ListåÊ,255,209
The InnkeepersåÊ,292,247
The UnbornåÊ,178,230
The ConformiståÊ,120,101
Interview with the AssassinåÊ,31,31
Donkey PunchåÊ,114,74
All the Boys Love Mandy LaneåÊ,233,129
BledåÊ,8,30
High NoonåÊ,153,333
Hoop DreamsåÊ,53,74
RizeåÊ,49,46
DestinyåÊ,4,11
L.I.E.åÊ,64,109
The Sisterhood of NightåÊ,23,17
B-GirlåÊ,8,10
King KongåÊ,446,2618
House of WaxåÊ,228,576
Half NelsonåÊ,208,189
Naturally NativeåÊ,2,6
Hav PlentyåÊ,25,36
AdulterersåÊ,8,1
Escape from TomorrowåÊ,143,79
StarsuckersåÊ,21,8
The Hadza: Last of the FirståÊ,1,1
AfteråÊ,34,27
TreacheryåÊ,5,5
WalteråÊ,10,19
Top HatåÊ,66,98
The Blair Witch ProjectåÊ,360,3400
WoodstockåÊ,53,63
The Kentucky Fried MovieåÊ,82,109
Mercy StreetsåÊ,15,16
Arnolds ParkåÊ,,4
Broken VesselsåÊ,18,19
Water & PoweråÊ,,
They Will Have to Kill Us FirståÊ,22,2
Crop Circles: Quest for TruthåÊ,15,13
Light from the DarkroomåÊ,,1
IrreplaceableåÊ,18,1
The Maid's RoomåÊ,8,9
A Hard Day's NightåÊ,105,219
The Harvest/La CosechaåÊ,3,2
Love LettersåÊ,4,9
Julija in alfa RomeoåÊ,2,2
FireproofåÊ,50,215
Faith ConnectionsåÊ,19,3
BenjiåÊ,5,36
Open WateråÊ,235,916
High RoadåÊ,8,3
Kingdom of the SpidersåÊ,95,84
Mad Hot BallroomåÊ,84,65
The Station AgentåÊ,154,286
To Save a LifeåÊ,20,55
WordplayåÊ,88,43
Beyond the MatåÊ,70,80
The Singles WardåÊ,5,53
OsamaåÊ,105,77
Sholem Aleichem: Laughing in the DarknessåÊ,29,5
GrooveåÊ,46,74
The R.M.åÊ,3,34
Twin Falls IdahoåÊ,54,87
Mean CreekåÊ,126,154
Hurricane StreetsåÊ,17,21
Never AgainåÊ,25,34
Civil BrandåÊ,11,24
Lonesome JimåÊ,81,53
Drinking BuddiesåÊ,155,106
Deceptive Practice: The Mysteries and Mentors of Ricky JayåÊ,39,7
Seven SamuraiåÊ,153,596
The Other Dream TeamåÊ,26,9
Johnny SuedeåÊ,10,24
Finishing the Game: The Search for a New Bruce LeeåÊ,35,12
RubberåÊ,230,170
HomeåÊ,165,214
Kiss the BrideåÊ,9,10
The Slaughter RuleåÊ,17,32
MonstersåÊ,344,451
The CaliforniansåÊ,2,11
The Living WakeåÊ,28,10
Detention of the DeadåÊ,29,20
Crazy StoneåÊ,11,9
Scott Walker: 30 Century ManåÊ,48,11
Everything Put TogetheråÊ,24,10
Good KillåÊ,166,68
Insomnia ManicaåÊ,,3
The Outrageous Sophie TuckeråÊ,9,3
Now Is GoodåÊ,48,54
Girls Gone DeadåÊ,64,28
America Is Still the PlaceåÊ,,
SubconsciousåÊ,1,16
CrossroadsåÊ,111,578
Enter NowhereåÊ,26,45
The King of NajayoåÊ,1,1
Fight to the FinishåÊ,3,2
Alleluia! The Devil's CarnivalåÊ,10,20
The Sound and the ShadowåÊ,1,1
Rodeo GirlåÊ,1,4
Born to Fly: Elizabeth Streb vs. GravityåÊ,10,10
The Little Ponderosa ZooåÊ,1,1
Oz the Great and PowerfulåÊ,525,511
The Toxic AvengeråÊ,96,147
Straight Out of BrooklynåÊ,8,11
Bloody SundayåÊ,92,120
Diamond RuffåÊ,1,5
Conversations with Other WomenåÊ,365,54
Poultrygeist: Night of the Chicken DeadåÊ,88,58
Mutual FriendsåÊ,3,3
42nd StreetåÊ,65,97
Rise of the Entrepreneur: The Search for a Better WayåÊ,,10
MetropolitanåÊ,71,52
As It Is in HeavenåÊ,34,94
RoadsideåÊ,15,6
Napoleon DynamiteåÊ,220,1473
Blue RuinåÊ,279,135
Paranormal ActivityåÊ,409,1189
Dogtown and Z-BoysåÊ,86,88
Monty Python and the Holy GrailåÊ,131,660
QuinceaÌ±eraåÊ,69,48
Gory Gory HallelujahåÊ,8,18
HeroesåÊ            ,75,379
TarnationåÊ,72,114
I Want Your MoneyåÊ,4,31
Love in the Time of MonstersåÊ,9,5
The BeyondåÊ,203,253
Home MoviesåÊ            ,11,82
What Happens in VegasåÊ,148,151
The Dark HoursåÊ,80,52
My Beautiful LaundretteåÊ,46,64
FabledåÊ,8,10
Show MeåÊ,10,5
Cries & WhispersåÊ,76,197
Intolerance: Love's Struggle Throughout the AgesåÊ,69,88
TrekkiesåÊ,43,75
The Broadway MelodyåÊ,36,71
The Evil DeadåÊ,304,740
ManiacåÊ,279,131
Censored VoicesåÊ,23,3
MurderballåÊ,110,70
American Ninja 2: The ConfrontationåÊ,40,46
51 Birch StreetåÊ,45,16
RevolutionåÊ            ,23,323
Rotor DR1åÊ,4,8
HalloweenåÊ,318,1191
12 Angry MenåÊ,177,888
My Dog TulipåÊ,51,15
It Happened One NightåÊ,124,235
DogtoothåÊ,211,170
Tupac: ResurrectionåÊ,26,32
TumbleweedsåÊ,64,73
The ProphecyåÊ,56,194
When the Cat's AwayåÊ,29,25
Pieces of AprilåÊ,131,177
The Big SwapåÊ,4,7
Old JoyåÊ,88,57
Wendy and LucyåÊ,189,112
3 BackyardsåÊ,20,23
Pierrot le FouåÊ,96,74
Sisters in LawåÊ,27,8
Ayurveda: Art of BeingåÊ,15,12
Nothing But a ManåÊ,24,26
"First Love, Last RitesåÊ",16,16
Fighting Tommy RileyåÊ,13,23
Royal KillåÊ,8,18
Across the UniverseåÊ,156,524
The Looking GlassåÊ,4,1
Death Race 2000åÊ,164,147
Locker 13åÊ,10,5
Midnight CabaretåÊ,1,4
Anderson's CrossåÊ,8,7
BizarreåÊ,9,1
Graduation DayåÊ,78,58
Some Guy Who Kills PeopleåÊ,131,58
ComplianceåÊ,286,175
Chasing AmyåÊ,147,500
Lovely & AmazingåÊ,71,85
Death CallsåÊ,,
Better Luck TomorrowåÊ,51,138
The Incredibly True Adventure of Two Girls in LoveåÊ,23,36
Chuck & BuckåÊ,59,136
American DesiåÊ,9,40
Amidst the Devil's WingsåÊ,,
CubeåÊ,99,696
Love and Other CatastrophesåÊ,21,21
I Married a Strange Person!åÊ,19,21
NovemberåÊ,43,64
Like CrazyåÊ,206,150
Teeth and BloodåÊ,,2
Sugar TownåÊ,29,22
The MotelåÊ,27,11
The CanyonsåÊ,162,87
Happy ValleyåÊ            ,11,59
On the OutsåÊ,26,15
Shotgun StoriesåÊ,85,32
ExamåÊ,77,120
The Sticky Fingers of TimeåÊ,8,7
Sunday School MusicalåÊ,5,18
RuståÊ,3,8
InkåÊ,66,215
The Christmas BunnyåÊ,4,10
Jesus PeopleåÊ,,
ButterflyåÊ,15,18
UnDividedåÊ,1,1
The FrozenåÊ,12,28
The Love LetteråÊ,,56
Horse CampåÊ,1,1
Give Me ShelteråÊ,6,2
The Big ParadeåÊ,48,45
Little Big TopåÊ,2,1
Along the RoadsideåÊ,17,2
BronsonåÊ,225,145
Western ReligionåÊ,5,4
BurnåÊ,22,6
UrbaniaåÊ,38,73
The StewardessesåÊ,21,5
"The Beast from 20,000 FathomsåÊ",67,88
"20,000 Leagues Under the SeaåÊ",69,108
Mad MaxåÊ,208,303
SwingersåÊ,77,252
A Fistful of DollarsåÊ,122,235
She Done Him WrongåÊ,35,59
Short Cut to Nirvana: Kumbh MelaåÊ,15,13
The Grace CardåÊ,25,26
Middle of NowhereåÊ,37,10
3åÊ,76,18
The Business of FancydancingåÊ,12,14
Call + ResponseåÊ,7,2
Side EffectsåÊ,450,274
MalevolenceåÊ,60,112
Shooting the WarwicksåÊ,4,1
Super HybridåÊ,42,22
BagheadåÊ,93,40
SolitudeåÊ,1,1
The Case of the Grinning CatåÊ,16,4
OrdetåÊ,54,49
Good DickåÊ,38,51
The Man from EarthåÊ,66,638
The Trials of Darryl HuntåÊ,11,10
An American Girl HolidayåÊ,6,32
Yesterday Was a LieåÊ,25,10
Theresa Is a MotheråÊ,13,1
H.åÊ,18,1
Archaeology of a WomanåÊ,3,3
Children of HeavenåÊ,46,130
WeekendåÊ,143,68
She's Gotta Have ItåÊ,26,26
Butterfly GirlåÊ,,1
The World Is MineåÊ,5,1
Another EarthåÊ,242,228
The CallingåÊ,48,28
Sweet Sweetback's Baadasssss SongåÊ,38,50
Perfect CowboyåÊ,,
TadpoleåÊ,91,101
OnceåÊ,232,329
The Woman ChaseråÊ,18,22
The Horse BoyåÊ,29,9
When the Lights Went OutåÊ,44,27
Heroes of DirtåÊ,2,1
The Texas Chain Saw MassacreåÊ,277,826
A Charlie Brown ChristmasåÊ,43,126
Antarctic Edge: 70å¡ SouthåÊ,5,2
ArousedåÊ,16,9
Top SpinåÊ,18,2
Roger & MeåÊ,40,133
Cat PeopleåÊ,130,106
An American in HollywoodåÊ,3,3
Sound of My VoiceåÊ,136,69
The Brain That SingsåÊ,,
The Blood of My BrotheråÊ,12,7
Your Sister's SisteråÊ,171,62
Romantic SchemeråÊ,,
A Dog's BreakfaståÊ,8,46
A Dog's BreakfaståÊ,8,46
Night of the Living DeadåÊ,284,580
Une Femme MariÌ©eåÊ,36,10
The Birth of a NationåÊ,21,8
The Work and the StoryåÊ,1,5
Facing the GiantsåÊ,31,382
The GallowsåÊ,159,150
EraserheadåÊ,152,535
Over the Hill to the PoorhouseåÊ,1,1
Hollywood ShuffleåÊ,21,32
The MightyåÊ,57,113
PenitentiaryåÊ,23,10
The Lost Skeleton of CadavraåÊ,88,118
"Dude, Where's My Dog?!åÊ",2,4
Cheap ThrillsåÊ,193,52
Indie Game: The MovieåÊ,50,23
ClosureåÊ,61,44
Open SecretåÊ,1,9
Echo Dr.åÊ,5,1
The Night VisitoråÊ,14,19
The Past is a Grotesque AnimalåÊ,5,1
The Last House on the LeftåÊ,241,279
"Peace, Propaganda & the Promised LandåÊ",16,13
PiåÊ,138,586
"I Love You, Don't Touch Me!åÊ",5,15
20 DatesåÊ,32,83
Queen CrabåÊ,18,18
Super Size MeåÊ,193,404
The FPåÊ,66,22
Happy ChristmasåÊ,65,23
The Brain That Wouldn't DieåÊ,95,152
Tiger OrangeåÊ,13,8
Supporting CharactersåÊ,15,4
AbsentiaåÊ,125,136
The Brothers McMullenåÊ,36,36
The DirtiesåÊ,73,40
GabrielaåÊ,1,9
Tiny FurnitureåÊ,113,35
HayrideåÊ,13,5
The Naked ApeåÊ,,3
CountingåÊ,12,1
